customer_id,product_name,quantity,unit_price,total_price,region
965,Garlic & Herb Goat Cheese,10,221.67,2216.7,EMEA
966,Personal Safety Alarm,33,435.29,14364.57,MEA
967,Cheddar Cheese Crackers,40,312.52,12500.8,MEA
968,Chili Beans (canned),63,370.26,23326.38,EMEA
969,Organic Quinoa,67,414.6,27778.2,APAC
970,Sesame Garlic Noodles,49,725.38,35543.62,LATAM
971,Water Bottle,7,539.91,3779.37,MEA
972,Organic Vanilla Bean Ice Cream,4,613.88,2455.52,APAC
973,Noise Cancelling Ear Muffs,79,64.98,5133.42,MEA
974,Reusable Silicone Food Storage Bags,36,637.37,22945.32,MEA
975,Honey Sesame Chicken,24,453.24,10877.76,EMEA
976,Green Tea Matcha Powder,16,870.9,13934.4,EMEA
977,Creamy Ranch Dressing,89,851.45,75779.05,LATAM
978,Comfort Flats,9,723.46,6511.14,MEA
979,Samsung Galaxy Smartwatch,72,55.66,4007.52,MEA
980,LED Strip Lights Kit,57,180.4,10282.8,APAC
981,Portable Speakers,73,360.98,26351.54,LATAM
982,Himalayan Salt Grinder,65,4.85,315.25,NA
983,Backpack,72,714.12,51416.64,EMEA
984,Greek Feta Cheese,9,540.52,4864.68,MEA
985,Children's Educational Workbook,22,843.29,18552.38,NA
986,Sesame Seeds,95,999.41,94943.95,LATAM
987,Sporty Cap,5,38.41,192.05,NA
988,Teriyaki Salmon Fillets,82,159.37,13068.34,NA
989,Nail Polish Set,84,243.11,20421.24,EMEA
990,Smoked Salmon,61,840.13,51247.93,NA
991,Almond Flour Brownies,90,90.04,8103.6,NA
992,Chili Garlic Sauce,18,750.49,13508.82,NA
993,Teriyaki Chicken Stir-Fry,44,338.28,14884.32,APAC
994,Roasted Garlic Mashed Potatoes,30,543.68,16310.4,MEA
995,Chickpea Snack Mix,93,425.97,39615.21,MEA
996,Chocolate Protein Powder,93,902.37,83920.41,MEA
997,Tuna Fish (canned),6,843.05,5058.3,APAC
998,Luxury Bathrobe,19,787.77,14967.63,MEA
999,Chili Beans in Sauce,88,753.97,66349.36,EMEA
1000,Smoked Gouda Cheese,72,803.6,57859.2,MEA
